Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
39,41,6,6,33,35,0,train/00000_00006_00006.png
32,34,5,6,27,29,17,train/11824.png
45,49,5,5,40,44,38,train/00038_00042_00015.png
62,62,6,6,57,57,8,train/11508.png
53,54,6,5,47,49,12,train/00012_00048_00015.png
63,64,5,6,58,59,42,train/10706.png
45,46,5,6,40,41,30,train/08826.png
40,38,5,5,35,33,3,train/00003_00037_00016.png
75,72,7,7,69,66,12,train/00012_00067_00026.png
47,46,6,5,41,41,12,train/00012_00008_00016.png
31,29,6,5,26,24,8,train/00008_00016_00002.png
47,45,6,5,42,40,4,train/00004_00015_00028.png
49,48,6,5,44,43,4,train/00004_00038_00021.png
104,112,10,9,95,102,41,train/00041_00002_00027.png
42,43,6,5,37,38,6,train/00006_00012_00023.png
57,55,6,5,51,50,2,train/00002_00018_00023.png
50,46,6,6,45,40,18,train/00018_00034_00017.png
49,46,6,5,44,41,13,train/00013_00036_00020.png
28,29,6,5,23,23,6,train/00006_00006_00004.png
30,31,5,5,25,26,7,train/00007_00034_00002.png
40,39,5,6,35,34,27,train/00027_00006_00001.png
57,58,5,6,52,53,12,train/00012_00042_00003.png
51,50,5,6,46,45,11,train/03841.png
45,46,6,6,40,41,2,train/00002_00021_00022.png
165,144,14,13,151,132,11,train/02392.png
58,58,6,6,53,53,34,train/00034_00011_00016.png
75,74,7,6,68,67,16,train/00016_00006_00003.png
36,36,5,6,31,31,1,train/05586.png
44,45,5,5,39,40,17,train/00017_00001_00026.png
69,68,6,7,63,62,13,train/00013_00018_00023.png
30,30,5,6,25,25,22,train/00022_00008_00008.png
55,59,5,5,50,53,5,train/00005_00044_00022.png
80,81,8,8,73,74,1,train/00001_00042_00025.png
45,46,5,6,40,41,4,train/10412.png
35,32,5,6,30,27,18,train/05300.png
35,35,5,5,30,30,3,train/00003_00040_00017.png
33,34,6,5,28,29,2,train/02736.png
37,37,5,5,32,32,3,train/10192.png
83,92,7,8,75,83,38,train/00038_00054_00027.png
48,48,5,5,43,43,10,train/01540.png
36,37,5,6,31,32,21,train/10507.png
49,49,5,5,44,44,12,train/02198.png
43,42,6,5,38,37,35,train/03932.png
69,69,7,7,63,63,7,train/07683.png
55,57,5,6,50,51,19,train/11045.png
35,34,6,5,30,29,12,train/00012_00013_00012.png
27,29,6,6,22,24,12,train/07716.png
72,93,6,8,65,84,14,train/00014_00008_00026.png
35,33,6,6,30,28,13,train/00013_00029_00008.png
108,107,10,9,99,98,18,train/00018_00032_00027.png
61,61,5,6,56,56,3,train/00003_00042_00029.png
30,30,6,6,25,25,7,train/00007_00043_00004.png
75,68,7,7,68,62,28,train/00028_00008_00011.png
41,41,5,5,36,35,12,train/02148.png
69,63,7,5,62,58,11,train/00011_00013_00019.png
31,31,5,6,25,26,3,train/00003_00002_00002.png
38,39,5,5,33,34,8,train/00008_00000_00008.png
44,45,5,6,39,40,8,train/05675.png
40,39,6,5,34,33,2,train/00002_00049_00015.png
75,73,7,6,69,67,2,train/00002_00037_00029.png
32,34,5,6,27,29,38,train/00038_00026_00018.png
28,28,6,6,23,23,4,train/00004_00021_00000.png
127,128,11,12,116,117,39,train/00039_00000_00020.png
62,52,6,5,56,47,1,train/12115.png
34,34,6,6,29,29,4,train/00004_00024_00001.png
60,55,6,5,55,50,26,train/08837.png
49,47,6,6,44,42,13,train/00013_00028_00006.png
67,54,6,5,61,48,10,train/02691.png
110,100,10,9,101,91,25,train/00025_00003_00017.png
84,91,8,8,77,83,35,train/10248.png
62,68,5,7,57,62,6,train/00006_00010_00026.png
53,52,6,5,48,47,16,train/11770.png
54,56,5,6,49,50,33,train/01400.png
72,72,7,7,66,66,7,train/00007_00016_00022.png
26,30,5,6,21,25,13,train/00013_00001_00001.png
32,42,6,5,27,37,29,train/00029_00000_00007.png
33,33,5,5,28,28,4,train/08014.png
145,148,12,12,133,136,39,train/00039_00000_00024.png
54,50,5,5,49,45,28,train/00028_00011_00024.png
39,39,6,6,34,34,8,train/00008_00035_00013.png
31,32,5,6,26,27,4,train/02272.png
69,69,6,6,63,63,1,train/10409.png
36,36,6,6,31,31,38,train/00038_00029_00009.png
31,31,5,5,26,26,3,train/00003_00042_00006.png
47,48,5,6,42,43,4,train/02778.png
30,30,5,5,25,25,7,train/00007_00013_00001.png
31,29,6,5,26,24,18,train/00018_00011_00003.png
36,38,5,6,31,33,4,train/05079.png
86,85,7,8,79,78,22,train/00022_00008_00026.png
31,32,6,6,26,26,1,train/00001_00027_00001.png
56,56,5,6,50,51,37,train/00037_00005_00013.png
33,33,5,5,28,27,9,train/00009_00018_00010.png
51,50,5,5,45,44,2,train/00002_00003_00006.png
51,51,6,6,46,46,12,train/00012_00024_00012.png
39,39,6,6,34,34,10,train/00010_00013_00006.png
60,60,6,5,55,55,4,train/11104.png
75,63,7,5,69,57,13,train/00013_00004_00024.png
46,46,6,6,41,41,4,train/07829.png
48,49,5,6,43,44,12,train/05219.png
69,63,6,6,62,58,18,train/00018_00025_00020.png
30,31,5,6,25,26,5,train/02428.png
45,45,5,6,39,39,1,train/00001_00025_00021.png
42,51,5,6,37,46,25,train/00025_00048_00014.png
28,29,6,6,22,24,3,train/00003_00031_00005.png
59,61,6,6,54,56,7,train/00007_00029_00026.png
44,43,5,5,39,38,5,train/00005_00035_00016.png
30,31,5,6,25,26,8,train/00008_00006_00002.png
62,62,6,6,57,56,35,train/00035_00014_00024.png
60,63,5,6,55,58,9,train/08674.png
36,33,5,5,31,28,11,train/00011_00000_00013.png
46,46,6,5,41,41,40,train/02535.png
28,29,5,6,23,24,36,train/00036_00003_00003.png
37,38,5,5,32,33,1,train/00583.png
35,34,6,5,30,29,15,train/00015_00005_00014.png
34,34,5,5,29,29,9,train/00009_00014_00003.png
35,33,5,6,30,28,11,train/00011_00024_00007.png
50,49,6,5,45,44,10,train/00010_00026_00027.png
61,61,6,6,56,56,4,train/00004_00057_00023.png
68,65,6,6,62,60,38,train/00038_00046_00028.png
43,43,5,6,37,38,7,train/09072.png
44,43,6,6,39,38,23,train/00023_00016_00006.png
39,42,5,5,34,37,1,train/01409.png
47,50,6,6,42,45,5,train/00005_00005_00027.png
52,53,6,6,47,48,38,train/00038_00035_00022.png
38,37,6,5,33,32,5,train/00005_00009_00010.png
106,91,10,8,97,83,29,train/00029_00005_00026.png
26,28,5,6,21,23,4,train/00004_00065_00003.png
46,43,6,6,41,38,5,train/00005_00029_00022.png
181,181,15,16,166,165,25,train/07412.png
83,88,7,7,76,81,25,train/04250.png
41,40,6,5,36,35,10,train/09620.png
36,36,5,6,31,31,21,train/00021_00006_00007.png
30,30,6,6,25,25,3,train/01234.png
27,28,5,6,22,23,10,train/00010_00026_00002.png
37,38,5,6,32,33,7,train/00007_00000_00015.png
57,58,6,6,52,53,12,train/11466.png
51,50,6,6,46,45,8,train/00008_00030_00029.png
35,33,5,5,30,28,25,train/00025_00025_00001.png
52,52,6,6,47,47,1,train/00001_00043_00014.png
47,48,5,6,42,43,1,train/00001_00047_00017.png
43,43,6,5,38,38,10,train/05754.png
71,70,7,6,65,64,15,train/03322.png
32,32,5,5,27,27,4,train/00004_00035_00006.png
43,41,6,6,38,36,33,train/00033_00012_00026.png
51,51,6,5,46,46,5,train/00005_00000_00021.png
50,52,5,5,45,47,0,train/00000_00001_00025.png
94,82,9,7,86,75,23,train/00023_00014_00019.png
58,56,5,5,53,51,18,train/00018_00018_00012.png
46,46,6,6,41,41,28,train/02086.png
38,38,6,5,33,33,7,train/06763.png
39,41,5,6,34,36,4,train/00004_00031_00023.png
29,31,5,5,24,26,38,train/00038_00067_00002.png
32,32,6,5,27,27,1,train/00001_00004_00016.png
40,39,6,6,34,34,22,train/00022_00010_00016.png
94,83,9,7,86,76,11,train/00011_00002_00011.png
49,49,6,5,43,43,5,train/00005_00047_00019.png
49,51,5,5,44,46,3,train/00003_00000_00022.png
50,50,5,6,45,45,35,train/00035_00036_00022.png
46,46,6,5,41,40,37,train/00037_00003_00020.png
120,108,11,10,110,99,25,train/02642.png
40,41,6,5,34,35,6,train/00006_00012_00021.png
104,105,10,9,95,96,1,train/10985.png
131,117,11,10,120,107,13,train/00013_00070_00023.png
93,81,8,7,85,74,13,train/00013_00014_00021.png
45,46,5,6,40,41,9,train/10873.png
35,35,6,5,30,30,3,train/10881.png
46,47,5,6,41,42,16,train/00016_00007_00024.png
63,66,5,6,58,60,29,train/00029_00007_00022.png
50,51,6,6,45,46,9,train/00009_00011_00017.png
115,85,10,7,105,78,13,train/00013_00032_00025.png
52,48,5,6,47,43,13,train/00013_00038_00013.png
47,48,5,6,42,43,40,train/00040_00002_00016.png
36,37,5,6,31,32,9,train/11491.png
58,58,5,5,53,53,4,train/00004_00024_00023.png
28,29,6,6,23,23,35,train/00035_00013_00004.png
47,48,5,6,42,43,8,train/00008_00037_00025.png
61,58,6,5,56,53,3,train/00003_00038_00023.png
42,42,5,5,37,36,2,train/08242.png
41,40,6,5,35,34,12,train/11898.png
27,27,5,5,22,22,32,train/07217.png
57,57,6,6,52,52,12,train/00012_00018_00018.png
30,31,5,6,25,26,7,train/00007_00023_00006.png
51,49,6,5,45,44,16,train/00016_00013_00000.png
33,32,6,5,28,27,30,train/00030_00006_00010.png
97,96,9,8,89,88,12,train/00012_00040_00026.png
92,93,8,9,84,84,2,train/00002_00015_00022.png
29,32,5,6,24,27,9,train/05544.png
39,41,5,6,34,36,5,train/00005_00055_00018.png
27,39,6,6,22,34,14,train/09003.png
38,39,5,6,33,34,10,train/00010_00045_00003.png
53,53,6,6,48,48,4,train/00004_00063_00024.png
117,105,10,10,107,96,30,train/00030_00003_00026.png
30,31,5,6,25,26,30,train/00030_00006_00007.png
85,85,8,8,78,78,18,train/00018_00015_00023.png
39,38,6,5,34,33,4,train/00004_00027_00016.png
47,46,5,5,41,40,1,train/00001_00005_00017.png
33,32,6,5,28,27,12,train/06775.png
36,35,6,5,31,30,2,train/00002_00041_00018.png
57,56,6,5,52,51,18,train/00018_00037_00021.png
61,60,6,6,56,55,42,train/00042_00001_00023.png
95,86,8,8,87,79,11,train/00011_00002_00012.png
110,112,10,10,101,103,2,train/11161.png
32,32,5,5,27,27,38,train/00038_00051_00001.png
28,29,5,5,23,24,1,train/00001_00004_00012.png
65,65,6,6,60,60,10,train/00010_00041_00026.png
55,56,5,6,50,51,12,train/00012_00054_00021.png
74,87,7,8,67,80,15,train/00015_00002_00025.png
58,56,5,5,53,51,10,train/00010_00050_00027.png
94,94,9,8,86,86,8,train/00008_00013_00026.png
53,53,6,6,48,48,9,train/06821.png
30,29,5,6,25,24,17,train/00017_00012_00011.png
30,31,6,5,25,25,4,train/00004_00049_00006.png
40,40,5,5,34,34,7,train/00007_00021_00017.png
63,57,5,5,58,52,13,train/00013_00041_00003.png
50,47,5,6,45,42,25,train/00025_00021_00016.png
28,27,6,5,23,22,38,train/00038_00027_00003.png
68,68,6,6,62,62,7,train/00007_00004_00025.png
117,108,10,10,106,99,26,train/00026_00014_00023.png
32,33,5,5,27,28,2,train/00002_00028_00003.png
36,37,6,6,31,32,10,train/00010_00063_00015.png
30,28,6,5,25,23,10,train/00010_00060_00007.png
44,43,6,5,39,38,12,train/00012_00059_00018.png
55,58,5,5,50,52,38,train/00038_00024_00022.png
40,40,6,6,35,35,15,train/00015_00004_00015.png
34,35,5,6,28,29,4,train/00004_00009_00007.png
53,54,5,6,48,49,34,train/00032.png
35,36,6,6,30,31,7,train/00007_00028_00013.png
27,29,5,5,21,23,39,train/00039_00009_00002.png
32,31,5,5,26,26,4,train/00004_00023_00008.png
68,63,6,6,62,58,26,train/00026_00003_00021.png
43,41,6,5,38,36,22,train/00022_00011_00012.png
98,94,8,9,90,86,11,train/00011_00034_00024.png
73,76,7,6,67,70,4,train/02497.png
33,34,5,6,28,29,42,train/00042_00006_00008.png
51,51,6,6,46,46,3,train/00003_00035_00021.png
62,58,6,5,57,53,28,train/00028_00001_00021.png
33,33,6,6,28,28,33,train/00033_00020_00007.png
97,92,8,9,89,84,28,train/00028_00003_00027.png
38,38,5,6,33,33,33,train/00033_00012_00011.png
38,34,6,5,33,29,18,train/00018_00016_00013.png
65,62,6,6,59,57,13,train/00013_00003_00016.png
35,35,6,6,30,30,5,train/00005_00052_00011.png
120,123,10,11,110,113,14,train/00014_00018_00026.png
56,53,5,6,51,48,13,train/00013_00056_00018.png
27,28,5,5,21,23,35,train/00035_00006_00001.png
50,50,6,5,45,44,39,train/00039_00005_00018.png
76,79,6,7,70,72,12,train/00012_00007_00026.png
30,30,5,5,25,25,2,train/00002_00037_00005.png
44,43,6,6,39,38,7,train/00007_00033_00016.png
76,68,7,6,70,62,23,train/00023_00014_00000.png
35,36,5,6,30,31,4,train/00004_00060_00011.png
95,98,8,9,87,90,39,train/00039_00000_00011.png
42,42,5,5,37,37,7,train/00007_00041_00017.png
60,59,6,5,55,54,1,train/00001_00071_00021.png
46,47,5,5,41,41,1,train/00001_00067_00016.png
188,193,17,16,172,177,39,train/00039_00000_00029.png
58,55,5,5,53,49,13,train/01995.png
46,47,5,6,41,42,38,train/00038_00059_00014.png
35,35,6,6,29,29,8,train/00008_00007_00007.png
55,57,6,6,50,52,5,train/00005_00000_00023.png
51,50,6,6,46,45,2,train/00002_00010_00020.png
51,55,6,6,46,50,6,train/00006_00002_00020.png
40,39,6,5,35,34,33,train/00033_00011_00010.png
31,32,5,5,26,27,5,train/00005_00034_00010.png
34,37,5,6,29,31,41,train/00041_00002_00008.png
27,29,5,5,22,23,2,train/00002_00072_00005.png
47,47,6,6,42,42,9,train/00009_00025_00019.png
69,68,7,6,63,62,5,train/08539.png
45,44,6,5,40,39,16,train/00016_00003_00018.png
75,72,6,7,69,65,13,train/00013_00020_00021.png
34,36,5,6,29,31,14,train/00014_00022_00001.png
63,62,6,5,58,57,31,train/00031_00021_00024.png
81,81,8,8,74,74,5,train/00005_00022_00028.png
60,61,5,6,55,56,38,train/01654.png
73,72,7,6,67,66,30,train/00030_00006_00028.png
95,100,9,9,87,92,0,train/00000_00004_00027.png
75,80,6,7,69,73,9,train/00009_00021_00027.png
31,31,5,5,26,26,3,train/00003_00011_00006.png
28,29,5,5,23,24,38,train/00038_00035_00005.png
31,30,5,5,26,24,29,train/00029_00006_00005.png
52,48,6,5,47,43,13,train/04910.png
40,40,6,6,35,35,21,train/00021_00002_00014.png
43,42,6,5,38,37,15,train/09583.png
33,33,5,5,27,27,10,train/00010_00006_00005.png
56,56,5,5,51,51,15,train/00015_00009_00019.png
28,29,5,5,23,24,7,train/00007_00018_00002.png
30,30,5,5,25,25,4,train/00004_00038_00001.png
69,68,7,6,63,62,8,train/00008_00012_00025.png
47,47,6,6,42,42,7,train/11000.png
38,40,6,6,33,35,10,train/00010_00065_00023.png
97,84,8,8,89,77,30,train/00030_00004_00024.png
48,43,6,5,43,38,23,train/00023_00005_00015.png
39,40,6,6,34,35,14,train/00014_00009_00011.png
48,49,5,5,43,44,9,train/00009_00028_00006.png
48,47,6,6,43,42,38,train/12601.png
29,29,5,5,24,24,12,train/00012_00028_00002.png
35,36,6,6,30,30,4,train/00004_00023_00014.png
30,32,5,6,25,27,12,train/04091.png
29,30,6,6,24,25,9,train/00009_00041_00003.png
144,130,12,12,131,119,13,train/00013_00060_00029.png
33,34,6,6,28,29,4,train/00004_00058_00011.png
39,40,5,6,34,35,1,train/00001_00005_00013.png
56,71,5,6,51,65,38,train/00038_00043_00025.png
33,33,6,6,27,27,42,train/00042_00002_00011.png
56,58,5,6,51,53,12,train/00012_00069_00011.png
43,46,5,6,38,41,9,train/00009_00047_00021.png
71,74,6,7,65,68,2,train/00002_00004_00027.png
38,38,6,6,32,32,11,train/00011_00015_00015.png
42,44,6,6,37,38,8,train/00008_00032_00020.png
34,33,5,6,29,28,10,train/00010_00037_00013.png
117,130,10,12,107,119,38,train/00038_00057_00029.png
117,105,11,9,107,96,11,train/00011_00026_00022.png
38,36,6,5,33,31,25,train/00025_00006_00018.png
39,38,6,5,34,33,8,train/00008_00010_00014.png
44,42,5,6,39,37,25,train/00025_00036_00009.png
58,58,6,6,53,53,7,train/00007_00016_00019.png
52,51,6,6,47,46,4,train/00004_00047_00014.png
46,49,6,6,41,43,2,train/00002_00001_00019.png
75,72,6,6,69,66,1,train/01029.png
29,28,6,5,24,23,2,train/12168.png
43,43,5,6,38,38,7,train/00007_00037_00019.png
29,26,6,5,24,21,25,train/00025_00039_00002.png
32,31,6,6,27,26,11,train/00011_00040_00000.png
58,54,5,5,53,49,23,train/00023_00006_00023.png
45,45,6,5,40,40,6,train/00006_00001_00018.png
38,37,6,5,33,32,4,train/00004_00048_00011.png
29,32,5,6,24,27,12,train/10606.png
44,45,5,6,39,40,3,train/01142.png
48,49,5,6,43,44,41,train/10419.png
30,33,5,6,25,28,7,train/00007_00028_00004.png
43,45,5,5,38,40,9,train/00009_00023_00023.png
32,33,5,5,27,28,17,train/00017_00024_00004.png
39,40,5,6,33,34,3,train/00493.png
47,46,6,5,41,40,9,train/11933.png
45,45,6,6,40,40,8,train/12153.png
45,40,5,6,40,35,25,train/00025_00045_00014.png
59,57,6,5,54,52,38,train/00038_00051_00021.png
68,61,7,5,62,56,13,train/00013_00009_00023.png
34,34,5,5,29,29,4,train/00004_00035_00008.png
37,33,6,5,32,28,19,train/00019_00005_00008.png
117,117,11,11,107,107,14,train/00014_00004_00025.png
38,37,6,5,33,32,6,train/00006_00011_00014.png
35,41,5,6,30,36,17,train/00154.png
68,58,7,5,62,53,26,train/00026_00008_00023.png
38,38,6,6,33,33,10,train/00010_00013_00004.png
57,60,5,5,52,55,8,train/00008_00031_00023.png
34,33,6,5,29,28,8,train/00008_00016_00005.png
45,47,5,6,40,42,7,train/03308.png
65,58,6,6,60,53,24,train/00024_00007_00018.png
34,36,5,6,28,31,11,train/00011_00037_00004.png
42,41,6,5,36,35,40,train/00040_00001_00012.png
46,52,5,6,41,47,38,train/00038_00060_00021.png
33,32,6,5,28,27,2,train/06574.png
48,42,5,5,43,37,13,train/00013_00039_00019.png
38,43,6,6,33,38,17,train/00017_00015_00015.png
70,70,6,6,64,64,15,train/00015_00009_00026.png
30,31,5,6,25,26,7,train/00007_00040_00011.png
51,52,5,6,46,47,3,train/00003_00003_00027.png
65,58,6,6,60,52,28,train/00028_00015_00023.png
36,38,5,6,31,32,5,train/00005_00043_00014.png
50,94,6,8,45,86,33,train/00033_00018_00029.png
42,44,5,6,37,39,35,train/00035_00027_00023.png
59,58,6,5,54,52,1,train/00001_00031_00022.png
38,38,5,6,33,33,37,train/00037_00002_00010.png
44,49,5,6,39,44,9,train/00009_00045_00015.png
42,42,6,5,37,37,9,train/00009_00040_00001.png
36,35,6,5,31,29,3,train/00003_00034_00012.png
43,41,5,5,38,36,5,train/06933.png
44,44,5,5,39,39,1,train/00875.png
43,42,6,5,38,37,8,train/00008_00009_00019.png
38,38,5,5,33,32,1,train/08605.png
62,63,5,6,56,58,6,train/00006_00006_00024.png
39,40,6,6,34,35,35,train/00035_00006_00013.png
48,75,6,6,43,69,29,train/00029_00000_00020.png
40,39,6,5,35,34,37,train/00037_00000_00007.png
73,74,6,7,67,68,1,train/00001_00043_00024.png
31,31,6,5,26,26,7,train/00007_00046_00010.png
57,56,6,5,52,51,8,train/03554.png
34,30,5,5,29,25,11,train/00011_00019_00010.png
38,38,5,5,33,32,15,train/09482.png
31,32,5,6,26,27,10,train/00010_00058_00001.png
36,36,5,5,31,31,12,train/00012_00023_00010.png
47,44,6,6,42,39,22,train/05470.png
58,60,5,6,53,55,5,train/00005_00011_00022.png
37,42,5,5,32,37,13,train/05040.png
49,45,6,6,44,40,8,train/03287.png
33,33,5,5,28,28,42,train/00042_00004_00003.png
59,60,6,6,54,55,1,train/09348.png
41,41,6,6,36,36,15,train/00015_00017_00013.png
40,43,6,5,35,37,38,train/00038_00004_00017.png
38,39,5,6,33,34,17,train/00017_00028_00006.png
30,31,5,6,24,25,17,train/00017_00001_00007.png
46,53,5,5,40,47,13,train/00013_00008_00009.png
34,35,5,6,29,30,13,train/00013_00030_00001.png
48,42,5,5,43,37,2,train/00002_00000_00015.png
41,40,6,6,36,35,11,train/00011_00013_00004.png
49,46,5,5,44,41,10,train/00010_00002_00029.png
31,55,5,5,26,50,38,train/11503.png
38,39,5,6,33,34,9,train/00009_00003_00018.png
57,56,6,6,52,51,2,train/08122.png
77,83,7,8,71,76,4,train/00004_00054_00023.png
62,57,5,5,57,52,23,train/00023_00015_00016.png
34,35,5,5,29,30,17,train/11149.png
32,33,6,5,27,27,4,train/09150.png
46,42,5,6,40,36,18,train/00018_00017_00018.png
129,116,11,11,118,106,22,train/00022_00000_00028.png
53,54,6,5,48,49,4,train/00004_00054_00015.png
46,47,5,6,41,42,12,train/00012_00030_00024.png
25,27,5,6,20,21,9,train/03245.png
55,56,5,6,50,51,7,train/00007_00007_00019.png
47,43,6,5,42,38,13,train/04174.png
83,85,8,8,76,78,38,train/00038_00007_00026.png
26,28,5,6,21,23,2,train/00002_00043_00002.png
41,43,5,6,36,38,1,train/10499.png
45,45,6,6,40,40,10,train/00010_00017_00021.png
50,48,6,6,45,43,34,train/07873.png
32,33,5,5,27,28,13,train/00013_00005_00008.png
34,36,5,6,29,30,17,train/00017_00010_00013.png
60,61,6,5,55,56,2,train/00002_00006_00026.png
37,39,6,5,32,34,4,train/00004_00016_00014.png
36,32,6,5,31,27,27,train/00027_00007_00006.png
41,41,5,6,36,35,20,train/00020_00007_00020.png
61,75,5,7,55,68,38,train/00038_00006_00004.png
47,46,6,5,42,41,10,train/04968.png
71,71,7,7,65,65,1,train/00001_00010_00027.png
30,30,6,6,24,25,7,train/00007_00041_00002.png
86,75,7,6,79,69,12,train/00012_00058_00024.png
44,42,5,5,39,37,4,train/00004_00020_00028.png
64,63,6,5,59,58,10,train/04805.png
54,55,5,5,49,50,20,train/06687.png
99,98,8,9,91,90,28,train/01579.png
94,82,9,7,86,74,29,train/00029_00005_00025.png
47,45,5,5,42,40,3,train/00003_00019_00028.png
40,37,6,5,35,32,31,train/01445.png
75,77,6,7,69,71,2,train/00002_00034_00026.png
62,56,6,6,57,51,25,train/00025_00002_00020.png
62,65,5,6,57,60,16,train/00016_00010_00028.png
27,27,5,5,22,22,2,train/00002_00020_00002.png
50,48,5,5,45,43,13,train/00013_00056_00005.png
58,59,6,6,53,54,35,train/06881.png
82,82,7,7,75,75,12,train/00012_00038_00025.png
27,27,6,6,22,22,4,train/09080.png
52,52,6,6,46,47,3,train/00003_00032_00005.png
37,33,6,5,32,28,26,train/00026_00002_00012.png
56,58,6,5,51,53,7,train/00007_00044_00028.png
52,52,6,6,47,47,26,train/05562.png
37,38,6,6,32,33,2,train/02514.png
38,37,6,5,33,32,12,train/00012_00044_00009.png
45,44,6,5,40,39,3,train/00003_00036_00019.png
29,28,5,5,23,23,7,train/00007_00047_00010.png
80,71,7,6,73,65,18,train/00018_00010_00008.png
48,47,5,5,43,41,18,train/00018_00030_00018.png
73,65,6,6,67,60,31,train/00031_00005_00029.png
33,31,6,6,28,26,10,train/00010_00020_00009.png
33,32,6,5,28,27,4,train/00004_00007_00007.png
33,36,6,5,28,31,39,train/04675.png
48,48,6,6,43,43,1,train/09516.png
42,45,5,5,37,39,17,train/00017_00024_00018.png
34,35,5,6,29,30,2,train/00002_00037_00010.png
58,56,6,6,53,51,21,train/02316.png
51,52,5,5,46,47,2,train/00002_00060_00004.png
43,45,5,6,38,40,9,train/00009_00042_00010.png
30,31,5,6,25,26,4,train/00004_00030_00002.png
51,51,6,5,46,46,2,train/00002_00015_00000.png
72,60,7,5,65,54,26,train/00026_00017_00025.png
39,36,5,5,33,31,18,train/00143.png
38,40,5,5,32,34,12,train/00012_00011_00003.png
27,29,5,5,22,24,4,train/00004_00031_00003.png
45,45,5,5,39,39,35,train/00035_00028_00019.png
71,64,6,6,65,59,10,train/09615.png
93,83,8,8,85,76,13,train/00013_00025_00026.png
98,89,8,8,90,82,11,train/00011_00029_00023.png
107,98,9,8,98,90,29,train/00853.png
34,35,5,6,29,30,1,train/00001_00042_00000.png
61,55,6,5,56,50,18,train/00018_00006_00016.png
46,46,5,5,41,41,10,train/00010_00018_00016.png
53,54,6,5,47,48,38,train/01529.png
85,87,7,8,78,80,30,train/00030_00011_00025.png
97,87,8,7,89,80,31,train/00031_00020_00028.png
